,business_name,location,inspection_score
408,Sai's Vietnamese Restaurant,"(37.795659, -122.40172)",92.0
409,Plouf,"(37.791318, -122.403757)",85.1
410,TWI LIGHT CAFE,"(37.775698, -122.455034)",100.0
411,Raintree Cafe,"(37.739413, -122.46744)",88.1
412,EL TOREADOR FONDA MEXICANA RESTAURANT,"(37.74033, -122.466412)",74.0
413,Lanna Restaurant,"(37.754153, -122.477279)",92.6666666667
414,Emporio Rulli Il Caffe at Union Square,"(37.787936, -122.406712)",86.2142857143
415,SEA BREEZE CAFE,"(37.760508, -122.504572)",89.0
416,CAFE MUMS,"(37.786498, -122.430283)",85.3333333333
417,KFC/TACO BELL,"(37.728979, -122.431008)",95.0
418,Sun Rise Restaurant,"(37.752508, -122.414681)",88.2222222222
419,SAI JAI THAI,"(37.785182, -122.417409)",84.4615384615
420,Osha Thai Noodle Cafe,"(37.786598, -122.414583)",86.2307692308
421,McAllister Grocery & Deli,"(37.780916, -122.414312)",86.0
422,Nara Sushi,"(37.790716, -122.420779)",84.3333333333
423,RED BALLOON,"(37.752923, -122.418505)",88.5454545455
424,Fisherman's Pizzeria Inc [#50],"(37.807167, -122.418936)",84.5
425,Dar Bar Pakistani/Indian Cusine,"(37.789784, -122.420455)",77.96
426,FLORIO,"(37.787553, -122.433574)",93.6666666667
427,Subway Sandwiches,"(37.787783, -122.419737)",87.5
428,Pete's Deli & Cafe,"(37.785124, -122.439874)",85.8888888889
429,Academy Bar & Kitchen,"(37.786498, -122.430283)",94.0
430,Capannina,"(37.797855, -122.429064)",91.7142857143
431,EXECUTIVE CAFE,"(37.711323, -122.393371)",83.25
432,GARDEN HOUSE CAFE,"(37.781597, -122.492544)",90.4444444444
433,ATLAS CAFE,"(37.759073, -122.411418)",93.3333333333
434,PHILIPPINE DELICACIES,"(37.711286, -122.446607)",81.5217391304
435,TIO CHILOS GRILL,"(37.752807, -122.409752)",82.4210526316
436,CHEVRON #1512,"(37.777113, -122.404379)",96.0
437,BRAVO PIZZA,"(37.716583, -122.440834)",87.4545454545
438,TAL-Y-TARA TEA & POLO SHOPPE,"(37.783773, -122.486779)",91.7142857143
439,MOONLIGHT CAFE,"(37.738923, -122.415293)",96.0
440,Cesario,"(37.788943, -122.410517)",88.1428571429
441,SF MARRIOTT BANQUET KITCHEN,"(37.784964, -122.404752)",82.0
442,DAVE'S,"(37.78713, -122.402994)",90.5
443,Nob Hill Cafe,"(37.793238, -122.412746)",91.0
444,Sushi on North Beach,"(37.801616, -122.412137)",83.5294117647
445,B44,"(37.791278, -122.403748)",86.5714285714
446,Murphy's,"(37.790125, -122.403924)",79.7272727273
447,Rogue Ales Public House,"(37.800254, -122.410447)",69.5277777778
448,The Old Ship Saloon,"(37.797728, -122.400693)",82.0625
449,Cafe Bastille,"(37.791139, -122.403716)",85.0909090909
450,Ma's Dim Sum & Cafe,"(37.796683, -122.410134)",59.625
451,Basque Hotel,"(37.798244, -122.406324)",90.8571428571
452,Battery Street Coffee Roastery,"(37.800178, -122.401317)",77.25
453,Pat's Cafe,"(37.803947, -122.414927)",89.6923076923
454,Cafe Venue,"(37.791148, -122.402262)",88.2
455,Diller's Delicatessen,"(37.792059, -122.40178)",85.3333333333
456,Latte Express #3,"(37.807244, -122.416434)",94.6666666667
457,Starbucks Coffee Company,"(37.793693, -122.401194)",92.0
458,Escape From New York Pizza,"(37.790844, -122.403168)",92.5714285714
459,Cafe Tiramisu,"(37.791198, -122.403737)",82.1538461538
460,Pasquales,"(37.735568, -122.5027)",89.0
461,Sorabol-Stonestown Galleria,"(37.728497, -122.475639)",92.75
462,MAI'S VIETNAMESE RESTAURANT,"(37.783048, -122.462641)",95.0
463,SIMPLE PLEASURES CAFE,"(37.775818, -122.495802)",90.0
464,Clement Street Bar & Grill,"(37.782858, -122.466812)",100.0
465,GEARY STREET BELLA PIZZA,"(37.781148, -122.463672)",89.3333333333
466,Cafe Bakery,"(37.754114, -122.47833)",70.5454545455
467,TARAVAL OKAZU YA,"(37.742603, -122.484646)",84.5555555556
468,Allstar Donuts,"(37.782694, -122.468969)",88.25
469,LINCOLN PARK BAR AND GRILL,"(37.782971, -122.496324)",85.2857142857
470,STARBUCKS COFFEE,"(37.775793, -122.446227)",98.0
471,Sunrise Deli,"(37.763383, -122.48075)",80.8823529412
472,YUMMY YUMMY VIETNAMESE RESTAURANT,"(37.763913, -122.468809)",86.0
473,Five Happiness,"(37.781138, -122.463931)",90.1111111111
474,JITRA THAI CUISINE,"(37.731515, -122.472953)",89.2352941176
475,STARBUCKS COFFEE CO. #603,"(37.787838, -122.400998)",95.2
476,S.F. Pizza,"(37.776604, -122.414319)",82.8181818182
477,PLUTO'S,"(37.764083, -122.46471)",82.5833333333
478,BULLSHEAD RESTAURANT,"(37.740785, -122.465507)",82.3333333333
479,Han Bat Korean Restaurant,"(37.742477, -122.487507)",91.2222222222
480,T C PASTRY,"(37.763388, -122.481892)",89.8
481,EBISU RESTAURANT,"(37.758941, -122.48591)",80.0
482,Spiazzo,"(37.740456, -122.466108)",83.2142857143
483,AL-MASRI EGYPTIAN RESTAURANT,"(37.775454, -122.502148)",81.75
484,MICADO  RESTAURANT,"(37.763468, -122.480646)",88.3333333333
485,KENTUCKY FRIED CHICKEN,"(37.781128, -122.464072)",82.3333333333
486,MY FAVORITE CAFE,"(37.782169, -122.481942)",82.6111111111
487,BURMA SUPERSTAR RESTAURANT,"(37.783004, -122.462539)",89.8
488,GOLDEN CHARIOT BAKERY & REST,"(37.775878, -122.494382)",80.7826086957
489,Four Star Theatre - Snack Bar,"(37.782128, -122.482911)",98.0
490,PRESIDIO GOLF CLUB,"(37.788807, -122.460845)",97.0
491,SRI THAI CUISINE,"(37.764073, -122.507779)",91.6
492,GENEVA STEAK HOUSE,"(37.716242, -122.441183)",79.3
493,EL POLLO SUPREMO,"(37.715469, -122.441846)",93.0
494,PANDA EXPRESS,"(37.728497, -122.475639)",99.6
495,Elaine's Kitchen,"(37.798178, -122.404484)",70.35
496,Bocadillos,"(37.795893, -122.403277)",91.3333333333
497,Hook a Cook,"(37.786766, -122.461545)",86.5333333333
498,"CHEESE STEAK SHOP, THE","(37.785537, -122.439887)",90.4
499,EXTREME  PIZZA,"(37.785657, -122.433147)",95.0
500,THE GROVE FILLMORE,"(37.788147, -122.433637)",92.5
501,MONROE RESIDENCE CLUB,"(37.791178, -122.423703)",82.9090909091
502,SANPPO RESTAURANT,"(37.785567, -122.430074)",78.4
503,KENMORE RESIDENCE CLUB,"(37.787017, -122.426234)",89.5555555556
504,QUEEN ANNE HOTEL,"(37.786988, -122.426464)",88.5
505,ISUMIYA,"(37.785227, -122.431472)",66.2
506,VIA VENETO,"(37.790437, -122.434097)",87.2
507,Koji Osaka Ya,"(37.785457, -122.430317)",79.6
508,Joanie's Diner Inc.,"(37.806546, -122.419277)",65.7
509,Chestnut Diner,"(37.802247, -122.425093)",90.2857142857
510,ESPRESSO ROMA CAFE,"(37.798557, -122.435767)",88.6666666667
511,"Hyde Street Seafood House & Raw Bar, Inc","(37.794753, -122.418184)",87.8
512,Cocotte,"(37.794753, -122.418184)",97.0
513,ZA,"(37.798553, -122.418964)",91.2
514,Zarzuela,"(37.799368, -122.419047)",88.6666666667
515,Sun Kwong Restaurant,"(37.794558, -122.418334)",85.3125
516,Amarena,"(37.797713, -122.420353)",86.0
517,CAFE LOMBARD,"(37.801268, -122.425154)",88.75
518,ATAMI SUSHI BAR & GRILL,"(37.800788, -122.428894)",93.6
519,ZUSHI-PUZZLE,"(37.800248, -122.433053)",82.7692307692
520,Thai Spice Restaurant,"(37.792677, -122.421036)",83.8333333333
521,Street Restaurant,"(37.796327, -122.421911)",84.8
522,Starbucks Coffee Company,"(37.796527, -122.421953)",91.5555555556
523,Peet's Coffee & Tea,"(37.796316, -122.421909)",87.7777777778
524,KENTUCKY FRIED CHICKEN #249,"(37.783053, -122.418988)",82.5454545455
525,CARL'S JUNIOR,"(37.783658, -122.408568)",95.2
526,Olympic Flame Cafe,"(37.786803, -122.412467)",81.9375
527,Original Perfect Hamburger,"(37.786693, -122.413367)",76.8888888889
528,Kim Thanh Restaurant,"(37.786683, -122.413274)",85.0
529,ANH HONG PHU-NHUAN RESTAURANT,"(37.786354, -122.416628)",76.0769230769
530,A La Turca,"(37.786143, -122.417617)",74.15
531,LITTLE HENRY'S RESTAURANT,"(37.786751, -122.418287)",69.1111111111
532,Sakana,"(37.787798, -122.411772)",99.0
533,RUTH'S CHRIS STEAK HOUSE,"(37.790298, -122.423034)",96.0
534,NOAH'S BAGELS,"(37.800653, -122.437386)",83.1666666667
535,DRAGON WELL,"(37.800528, -122.438664)",92.8333333333
536,B & M MEI SING RESTAURANT,"(37.788453, -122.400466)",96.0
537,"CHIEFTAIN IRISH PUB, THE","(37.781567, -122.405059)",88.625
538,HOWARD STREET COFFEE ROASTERY CAFE,"(37.790863, -122.393159)",92.0
539,STARBUCKS COFFEE CO.,"(37.739514, -122.46733)",94.8
540,BOUDIN BAKERY,"(37.788924, -122.401701)",92.0
541,THE BITTER END,"(37.782933, -122.46408)",88.0
542,SHERA.-PAL.HOTEL MAXFIELD'S GRILL,"(37.788286, -122.401543)",87.5
543,FRINGALE,"(37.778657, -122.397009)",88.6
544,HARD KNOX CAFE,"(37.757555, -122.388443)",84.8888888889
545,GOAT HILL PIZZA,"(37.762367, -122.397515)",85.0
546,Caffe Sapore,"(37.802687, -122.414304)",90.6666666667
547,Cafe Francisco,"(37.804519, -122.411754)",91.5454545455
548,Mamas on Washington Square,"(37.801554, -122.409434)",83.25
549,Acquerello,"(37.791507, -122.421257)",98.6666666667
550,PRINCESS BAKERY,"(37.724422, -122.434985)",80.625
551,New City Bakery,"(37.730463, -122.40476)",86.4285714286
552,Panta Rei,"(37.798918, -122.408291)",84.9090909091
553,Hong Kong Clay Pot City Restaurant,"(37.795868, -122.406557)",81.2
554,Starbucks Coffee Co,"(37.79703, -122.398284)",100.0
555,Chung King Restaurant,"(37.796259, -122.40529)",78.1818181818
556,Garden Bakery,"(37.795835, -122.407828)",77.44
557,Palio Paninoteca,"(37.793841, -122.402947)",84.0
558,Tokyo Express,"(37.793698, -122.403984)",96.0
559,The AA Bakery & Cafe,"(37.795564, -122.40809)",78.4
560,Kam Lok Restaurant,"(37.795118, -122.407083)",74.7222222222
561,Le Regency,"(37.793687, -122.396592)",81.3333333333
562,Cafe Claude,"(37.789857, -122.404302)",91.6
563,Starbucks Coffee Company,"(37.793225, -122.399899)",93.2
564,Starbucks Coffee Co,"(37.790498, -122.403896)",94.4
565,Ramzi's Cafe,"(37.789552, -122.401999)",89.7777777778
566,Niji Japanese Grille,"(37.789064, -122.402861)",89.3333333333
567,BLUE DANUBE COFFEE HOUSE,"(37.783058, -122.462502)",81.7142857143
568,Ritz-Carlton SF - Employee Cafeteria,"(37.791757, -122.407377)",96.0
569,Ritz-Carlton SF - Banquet Kitchen,"(37.791757, -122.407377)",94.0
570,TAIWAN RESTAURANT,"(37.782933, -122.464089)",74.1111111111
571,ALI BABA'S CAVE RESTAURANT,"(37.760164, -122.421334)",89.7142857143
572,LA MEDITERRANEE,"(37.764489, -122.433195)",88.75
573,Golden Donut,"(37.780353, -122.477399)",95.6666666667
574,SAKANA BUNE RESTAURANT,"(37.780204, -122.480599)",80.6363636364
575,PACIFIC CAFE,"(37.779668, -122.494562)",86.0
576,ORIENTAL SEAFOOD RESTAURANT,"(37.753638, -122.490712)",75.2941176471
577,GOLD MIRROR ITALIAN RESTAURANT,"(37.743118, -122.474802)",96.0
578,STARBUCKS COFFEE,"(37.788476, -122.422099)",97.0
579,TIA MARGARITA INC,"(37.782124, -122.478425)",92.5
580,BURGER KING,"(37.72169, -122.437135)",87.7142857143
581,TAQUERIA CAN-CUN,"(37.760487, -122.419285)",86.3076923077
582,BURGER JOINT,"(37.759933, -122.421356)",95.1666666667
583,Garcon,"(37.755291, -122.420898)",92.6666666667
584,BLUE FRONT DELI,"(37.770147, -122.446044)",74.75
585,THE CITRUS CLUB,"(37.769428, -122.451604)",70.5833333333
586,IRMA'S PAMPANGA RESTAURANT,"(37.765123, -122.417919)",69.7777777778
587,JADE CAFE,"(37.765755, -122.410601)",72.9230769231
588,LA PAZ RESTAURANT,"(37.755693, -122.40665)",84.4444444444
589,Velvet Cantina,"(37.753743, -122.419479)",94.8
590,Ristorante Ti Piacera,"(37.790645, -122.420765)",86.7058823529
591,EL TACO LOCO INC.,"(37.752308, -122.417881)",89.2307692308
592,GRAND MISSION DONUT & BAKERY,"(37.761929, -122.419308)",98.0
593,LAWRENCE BAKERY CAFE,"(37.760477, -122.419275)",93.5
594,LAS TINAJAS,"(37.759567, -122.419185)",89.3333333333
595,SMILE'S  B.B.Q.,"(37.755013, -122.418665)",94.25
596,TAQUERIA EL FAROLITO,"(37.752634, -122.418486)",88.3
597,CHINA EXPRESS,"(37.752408, -122.418535)",80.2727272727
598,TAQUERIA SAN JOSE #1,"(37.751687, -122.418455)",87.125
599,LA TRAVIATA,"(37.751296, -122.418414)",90.0
600,LA TAQUERIA,"(37.750855, -122.418286)",87.25
601,Jenny & Jesse Restaurant,"(37.743547, -122.421288)",96.5
602,CLOONEY'S,"(37.750374, -122.420456)",89.6363636364
603,BEAN BAG COFFEE HOUSE,"(37.775184, -122.437864)",78.0909090909
604,TWO JACKS SEAFOOD,"(37.772274, -122.428997)",90.3333333333
605,CAFE INTERNATIONAL,"(37.772097, -122.430814)",96.0
606,MEMPHIS MINNIE'S BBQ JOINT,"(37.771978, -122.431654)",84.0
607,PLOY #2 THAI CUISINE,"(37.769458, -122.451354)",67.125
608,Flippers Gourmet Burgers,"(37.779847, -122.418985)",82.0
609,BUTTER,"(37.771168, -122.413179)",87.0
610,Mission Hunan Restaurant,"(37.765142, -122.419026)",94.4
611,MANIVANH THAI RESTAURANT,"(37.752968, -122.407062)",83.6666666667
612,TAQUERIA SAN FRANCISCO,"(37.752908, -122.408013)",91.9166666667
613,ST FRANCIS FOUNTAIN,"(37.752833, -122.408349)",83.8461538462
614,TAQUERIA EL FAROLITO #3,"(37.752728, -122.411122)",87.4
615,LA GALLINITA,"(37.752634, -122.411658)",80.875
616,PUERTO ALEGRE NO. 2,"(37.751208, -122.409162)",98.0
617,MANORA'S THAI CUISINE,"(37.770748, -122.415137)",75.5555555556
618,NEW CASTILLITO INC.,"(37.76356, -122.419582)",96.0
619,KENNY'S RESTAURANT,"(37.764851, -122.417529)",69.2307692308
620,San Jalisco,"(37.758634, -122.416866)",82.9166666667
621,MUDDY WATERS,"(37.764484, -122.421815)",96.4
622,Okoze Sushi,"(37.799143, -122.419317)",95.6
623,Starbucks,"(37.783505, -122.432784)",98.0
624,CAFE UNION,"(37.797878, -122.429504)",97.0
625,STARBUCK'S COFFEE #525,"(37.790157, -122.434037)",90.25
626,PLUTO'S,"(37.799796, -122.441041)",90.5
627,Posh Bagel,"(37.789718, -122.404974)",92.4615384615
628,AMERICANA GRILL & FOUNTAIN,"(37.775806, -122.496608)",92.5
629,ALEGRIAS,"(37.800048, -122.434714)",96.0
630,NOAH'S NEW YORK BAGELS #2127,"(37.790124, -122.434104)",91.0
631,PACIFIC PLAZA CAFE,"(37.786864, -122.423218)",87.2
632,VENICE PIZZA AND RESTAURANT,"(37.715315, -122.442007)",94.1666666667
633,PEET'S COFFEE & TEA,"(37.789787, -122.434067)",89.6
634,KATES KITCHEN,"(37.772163, -122.429927)",94.0
635,PETER D'S RESTAURANT,"(37.795993, -122.423585)",84.6
636,EMPEROR PALACE RESTAURANT,"(37.777253, -122.464359)",74.5384615385
637,NOAH'S NEW YORK BAGELS #2120,"(37.786564, -122.451887)",90.0
638,Thai Cafe,"(37.781304, -122.455582)",91.3333333333
639,Its Tops Coffee Shop,"(37.771497, -122.423802)",91.6666666667
640,EXTREME PIZZA,"(37.797578, -122.431883)",88.0
641,HAI'S RESTAURANT,"(37.782953, -122.415804)",79.375
642,ANANDA FUARA,"(37.777824, -122.415969)",69.7777777778
643,Starbucks Coffee Co,"(37.802545, -122.401864)",94.0
644,SB40/Carmens Restaurant,"(37.78162, -122.387677)",88.0
645,CAFE MARS,"(37.773174, -122.40311)",86.8571428571
646,The Clift Hotel (Cafeteria),"(37.786974, -122.411136)",99.0
647,Dojima-Ann,"(37.786363, -122.408357)",92.5
648,Starbucks Coffee,"(37.786804, -122.408135)",90.25
649,BELLA TRATTORIA,"(37.781268, -122.460842)",88.0
650,LA VIE VIETNAMESE REST,"(37.780298, -122.482022)",82.9090909091
651,STARBUCKS COFFEE #5396,"(37.768743, -122.427549)",96.0
652,HONG KONG RESTAURANT,"(37.727159, -122.403452)",81.9333333333
653,Last Drop Tavern,"(37.789883, -122.408666)",93.1428571429
654,Pride of the Mediterranean,"(37.785718, -122.433262)",71.0
655,CAFE LA BOHEME,"(37.752284, -122.418928)",91.0909090909
656,Thai Chef 2,"(37.760813, -122.435789)",78.6
657,KEZAR BAR & RESTAURANT,"(37.765538, -122.449887)",78.0
658,Bambino's Ristorante,"(37.765174, -122.449884)",86.2857142857
659,WING HING RESTAURANT,"(37.729408, -122.404391)",70.0555555556
660,BURGERMEISTER,"(37.768776, -122.429095)",86.0
661,MARTHA & BROS COFFEE CO,"(37.738927, -122.414757)",89.8823529412
662,SF BAGEL CO. (KATZ BAGELS),"(37.764814, -122.423089)",85.9090909091
663,THE CREPEVINE,"(37.766903, -122.428954)",88.7
664,Range,"(37.759417, -122.421376)",92.0
665,THE PHOENIX BAR & RESTAURANT,"(37.759823, -122.421346)",91.25
666,BALOMPIE CAFE,"(37.761836, -122.418296)",89.7142857143
667,WAN KEE RESTAURANT,"(37.762527, -122.419475)",87.6666666667
668,VILLAGE PIZZERIA,"(37.787354, -122.421844)",86.2222222222
669,Mi Lindo Peru',"(37.745069, -122.420277)",90.0
670,HUNAN CHEF,"(37.739048, -122.416019)",81.7826086957
671,Alice's Restaurant,"(37.743602, -122.428803)",87.4545454545
672,ARIAKE,"(37.780523, -122.47358)",99.0
673,FIREFLY,"(37.751068, -122.438242)",97.0
674,ERIC'S RESTAURANT,"(37.746759, -122.426995)",81.0
675,THE BLUE PLATE,"(37.745158, -122.420217)",91.9
676,LOS PANCHOS,"(37.745516, -122.420004)",93.0909090909
677,TYGER'S,"(37.734579, -122.4339)",90.5
678,HOWARD'S CAFE,"(37.758941, -122.48591)",82.6666666667
679,MEZES RESTAURANT,"(37.799988, -122.442367)",91.8
680,MELS DRIVE IN,"(37.799684, -122.437106)",88.3636363636
681,RED A BAKERY,"(37.782888, -122.466101)",74.0588235294
682,GOURMET DIM SUM & CAFE,"(37.782823, -122.466359)",80.4545454545
683,Red Jade Restaurant,"(37.766814, -122.428846)",79.7692307692
684,HUNAN EMPIRE,"(37.797443, -122.432537)",91.25
685,BOBOQUIVARI'S,"(37.801218, -122.425535)",90.8888888889
686,New Mangia Tutti Ristorante,"(37.794563, -122.403766)",98.0
687,CAFFE' ROMA,"(37.774677, -122.404222)",85.8333333333
688,ROSE'S CAFE,"(37.796927, -122.436974)",89.4545454545
689,NOAH'S NEW YORK BAGELS #2147,"(37.765708, -122.409002)",86.5454545455
690,TAQUERIA CANCUN,"(37.745433, -122.419945)",90.8125
691,HAMANO SUSHI,"(37.750778, -122.434065)",89.0
692,SOCIALE,"(37.787364, -122.45299)",85.3333333333
693,STARBUCKS,"(37.786404, -122.453207)",99.3333333333
694,OSTERIA,"(37.788183, -122.446757)",82.4
695,CASA MEXICANA,"(37.768127, -122.429024)",86.2857142857
696,AL-HAMRA,"(37.764913, -122.421349)",79.4285714286
697,TAQUERIA GUADALAJARA,"(37.721191, -122.43755)",76.9375
698,HUI LAU SHAN SF,"(37.780433, -122.475419)",85.2857142857
699,Starbucks Coffee,"(37.787131, -122.410585)",96.0
700,Starbucks Coffee,"(37.793632, -122.397023)",95.2
701,LEE'S DELI,"(37.784954, -122.395922)",88.5714285714
702,Peet's Coffee,"(37.791113, -122.402396)",93.5555555556
703,G & L RESTAURANT,"(37.712517, -122.407152)",82.4375
704,Sushi Hunter,"(37.800424, -122.410894)",87.8666666667
705,MELS DRIVE-IN,"(37.785358, -122.421357)",85.619047619
706,MONGKOK DIM SUM & RESTAURANT,"(37.753678, -122.489972)",83.5555555556
707,Starbucks Coffee,"(37.786124, -122.40542)",93.1428571429
708,Starbucks Coffee,"(37.789267, -122.406877)",98.0
709,Grandeho's Kamekyo II,"(37.806153, -122.420474)",79.7647058824
710,NEW EMMY'S RESTAURANT,"(37.725404, -122.462776)",77.5
711,The Residence,"(37.767718, -122.429422)",90.0
712,Starbucks Coffee,"(37.785648, -122.409497)",98.0
713,STARBUCKS COFFEE #5486,"(37.788727, -122.400798)",96.0
714,Forbes Island Corporation,"(37.799785, -122.415305)",82.0
715,Grand Hyatt - Bistro-Employee Cafeteria,"(37.788944, -122.406884)",93.1428571429
716,Pena Pachamama,"(37.799718, -122.410677)",87.2222222222
717,EAGLE PIZZA,"(37.742688, -122.484541)",92.8571428571
718,Lefty O`Doul`s,"(37.787273, -122.408717)",82.0
719,Hard Rock Cafe,"(37.80824, -122.410189)",91.1666666667
720,KITARO JAPANESE RESTAURANT,"(37.780193, -122.48088)",95.8333333333
721,THE OLYMPIC CLUB AT LAKESIDE,"(37.708887, -122.497934)",93.6666666667
722,"THE OLYMPIC CLUB AT LAKESIDE, UPPER","(37.708887, -122.497934)",90.2142857143
723,SEASONS RESTAURANT,"(37.786476, -122.404852)",98.0
724,San Raku Restaurant,"(37.788798, -122.412164)",97.0
725,Kells,"(37.796378, -122.404024)",84.3636363636
726,SANRAKU,"(37.784548, -122.40419)",74.2857142857
727,Kokkari,"(37.796918, -122.399864)",88.8
728,AT&T - MAIN KITCHEN/SUITE LEVEL [145084],"(37.778382, -122.391151)",93.0
729,Jasper's Corner Tap & Kitchen,"(37.786042, -122.411392)",90.4
730,HAYSTACK PIZZA RESTAURANT,"(37.751573, -122.429189)",86.3846153846
731,ELIZA'S RESTAURANT,"(37.787884, -122.441657)",93.6
732,Holiday Inn ExpressHotel - Pantry Kitchen,"(37.806288, -122.416244)",99.0
733,Fountain Cafe,"(37.789064, -122.402861)",79.0526315789
734,STARBUCK'S COFFEE #6605,"(37.762963, -122.410709)",100.0
735,ALPHA MARKET,"(37.765007, -122.449777)",89.6
736,Cafe Delucchi,"(37.799775, -122.409334)",83.3333333333
737,Starbucks Coffee,"(37.789705, -122.402056)",99.5
738,MOMO'S,"(37.780047, -122.389859)",75.8333333333
739,FOREIGN CINEMA,"(37.756417, -122.418884)",82.5
740,The Cheesecake Factory,"(37.787423, -122.407417)",78.3076923077
741,Public House/Mijita,"(37.778382, -122.391151)",91.375
742,Myconos Restaurant,"(37.789964, -122.420595)",85.0909090909
743,Market Cafe,"(37.775117, -122.452065)",90.4
744,OMNI S.F. Hotel - Main Kitchen,"(37.792888, -122.403135)",87.8
745,OMNI S.F. Hotel - Restaurant & Bar,"(37.792888, -122.403135)",86.8333333333
746,Academy of Arts Univ- I House Cafe,"(37.788498, -122.414514)",100.0
747,The White Horse,"(37.788882, -122.410833)",84.1
748,Leatherneck Steakhouse - Marines' Memorial Assn,"(37.788954, -122.410467)",86.2
749,Marines Memorial Club - Banquet,"(37.788954, -122.410467)",90.4
750,Luques Restaurant & Bar,"(37.788673, -122.408524)",88.375
751,The Thai Stick,"(37.787747, -122.41333)",92.4444444444
752,Elks Club,"(37.788188, -122.409284)",96.0
753,Academy of Arts University,"(37.790523, -122.413158)",96.5
754,Il Fornaio Gastronomia Italiana,"(37.802914, -122.401935)",84.2727272727
755,Castagnola's Restaurant,"(37.808098, -122.417194)",86.4615384615
756,Lou's Fish Shack,"(37.8080975, -122.4178897)",90.1428571429
757,Harrington's Bar & Grill,"(37.793914, -122.398984)",74.6
758,Whole Foods Market,"(37.790193, -122.423437)",85.6363636364
759,Tarantino's,"(37.808138, -122.416654)",82.4705882353
760,New Sun Hong Kong Restaurant,"(37.797868, -122.407194)",78.8181818182
761,Safeway Store #4601,"(37.796984, -122.398887)",98.0
762,Cathay House,"(37.792457, -122.406164)",80.8
763,House of Chen,"(37.763525, -122.433017)",94.0
764,Rainforest Cafe,"(37.808323, -122.414668)",95.0
765,CAFFE DELLE STELLE,"(37.776863, -122.422679)",81.5
766,GOLDEN STATE ADULT DAY HEALTH CARE,"(37.77439, -122.510053)",96.75
767,CHAYA BRASSERIE SAN FRANCISCO,"(37.788613, -122.393894)",96.0
