,0
1704,4018 24th St San Francisco
1705,483 Sacramento St San Francisco
1706,34 03rd St San Francisco
1707,1216 Stockton St San Francisco
1708,2034 Mission St San Francisco
1709,3221 Mission St San Francisco
1710,1 Polk St San Francisco
1711,785 Sunnydale Ave San Francisco
1712,225 Powell St San Francisco
1713,522 Columbus Ave San Francisco
1714,28 02nd St San Francisco
1715,900 North Point St #301 San Francisco
1716,835 Jamestown Ave San Francisco
1717,345 Stockton St Mezzanine San Francisco
1718,999 California St Basement (1B) San Francisco
1719,163 02nd St 100 San Francisco
1720,245 Jefferson St San Francisco
1721,845 Market St #13 San Francisco
1722,1 Ferry Building  #52 San Francisco
1723,1730 YOSEMITE St San Francisco
1724,319 Bayshore Blvd San Francisco
1725,431 02nd St San Francisco
1726,1563 Page St San Francisco
1727,211 Sutter St San Francisco
1728,595 Buckingham Way Suit 587 San Francisco
1729,2237 Polk St San Francisco
1730,1737 Post St #368 San Francisco
1731,50 Beale St Suite 103 San Francisco
1732,2340 Polk St San Francisco
1733,3040 Taraval St San Francisco
1734,4919 3rd St San Francisco
1735,1 Mint Plaza San Francisco
1736,2450 Clement St San Francisco
1737,1251 Turk St San Francisco
1738,1 Ferry Buildling San Francisco
1739,25 Grove St San Francisco
1740,326 01st St San Francisco
1741,491 O'Farrell St San Francisco
1742,555 02nd St San Francisco
1743,3161 24th St San Francisco
1744,3015 Geary Blvd San Francisco
1745,3232 16th St San Francisco
1746,68 West Portal Ave San Francisco
1747,1712 Taraval St San Francisco
1748,1530 Haight St San Francisco
1749,380 Bush St #3 San Francisco
1750,150 Otis St San Francisco
1751,1143 Taraval St San Francisco
1752,17 Kearny St San Francisco
1753,3224 1/2 22nd St San Francisco
1754,1820 Clement St San Francisco
1755,1601 Lane St San Francisco
1756,380 Bush St #2 San Francisco
1757,3325 24th St San Francisco
1758,140 Turk St San Francisco
1759,121 Golden Gate Ave San Francisco
1760,4401 Balboa St San Francisco
1761,845 Market St FE15 San Francisco
1762,2274 Lombard St San Francisco
1763,1127 Market St San Francisco
1764,725 Columbus Ave San Francisco
1765,1 Ferry Building  #14 San Francisco
1766,180 Montgomery St Ste. 100 San Francisco
1767,1101 Fairfax Ave San Francisco
1768,350 California St San Francisco
1769,1700 O'Farrell @ Fillmore San Francisco
1770,710 03rd St San Francisco
1771,134 Golden Gate Ave San Francisco
1772,4769 Mission St San Francisco
1773,1700 O'Farrell San Francisco
1774,1248 9th Ave San Francisco
1775,5241 Geary Blvd San Francisco
1776,611 Post St San Francisco
1777,1900 GEARY Blvd San Francisco
1778,555 California St San Francisco
1779,418 Beach St San Francisco
1780,1701 Octavia St San Francisco
1781,333 Jefferson St Suite B105 San Francisco
1782,758 Valencia St San Francisco
1783,388 Market St #102 San Francisco
1784,2048 Taraval St San Francisco
1785,1 Kearny St San Francisco
1786,2312 Market St San Francisco
1787,614 Polk St San Francisco
1788,429 Stockton St San Francisco
1789,672 Stanyan St San Francisco
1790,413 10th St San Francisco
1791,50 Fremont St San Francisco
1792,300 De Haro St #338 San Francisco
1793,451 Galvez Ave San Francisco
1794,1916 IRVING St San Francisco
1795,3047 Mission St San Francisco
1796,301 Turk St San Francisco
1797,4 Embarcadero Center  #1 San Francisco
1798,1336 Grant Ave San Francisco
1799,Pier 39  Space A-201 San Francisco
1800,595 Market St Suite 160 San Francisco
1801,101 Spear St A13 San Francisco
1802,685 Market St 520 San Francisco
1803,4935 Mission St San Francisco
1804,730 Howard St San Francisco
1805,2 New Montgomery St San Francisco
1806,748 Innes Ave San Francisco
1807,620 O'Farrell St San Francisco
1808,2455 Mason St San Francisco
1809,295 Eddy St San Francisco
1810,300 De Haro St San Francisco
1811,170 O'Farrell Ave Basement San Francisco
1812,3543 18th St #8 San Francisco
1813,3100 16th St San Francisco
1814,970 47th Ave San Francisco
1815,2401 Polk St San Francisco
1816,63 Powell San Francisco
1817,493 Pine St San Francisco
1818,431 Clement St San Francisco
1819,2862 24th St San Francisco
1820,185 Berry St 4th Floor San Francisco
1821,1550 Bryant St San Francisco
1822,250 Pine St San Francisco
1823,100 01st St 110 San Francisco
1824,OFF The Grid San Francisco
1825,2109 clement St San Francisco
1826,704 Valencia St San Francisco
1827,380 Golden Gate Ave San Francisco
1828,219 King St San Francisco
1829,222 Sansome St 1st Floor San Francisco
1830,354 CLEMENT St San Francisco
1831,22 Battery St Suite D San Francisco
1832,22 Peace Plaza  440 San Francisco
1833,250 Kearny St San Francisco
1834,222 Sansome St Basement San Francisco
1835,1599 Howard St San Francisco
1836,3251 20th Ave #158 San Francisco
1837,4499 17th St San Francisco
1838,15 Boardman Place San Francisco
1839,2071 3rd St San Francisco
1840,1051 Taylor St San Francisco
1841,456 Haight St San Francisco
1842,710 Commercial St San Francisco
1843,3153 17th St San Francisco
1844,480 6th St San Francisco
1845,3077 24th St San Francisco
1846,155 05th St San Francisco
1847,2337 Market St San Francisco
1848,215 Fremont St Suite 2A San Francisco
1849,514 Minna St San Francisco
1850,75 Hawthorne St San Francisco
1851,248 Fillmore St San Francisco
1852,3560 18th St San Francisco
1853,221 04th St San Francisco
1854,484 Ellis St San Francisco
1855,1390 Wallace St San Francisco
1856,896 Sutter St San Francisco
1857,414 Columbus Ave San Francisco
1858,222 Sansome St 2nd Floor San Francisco
1859,101 Spear St  B-5 San Francisco
1860,685 03rd St San Francisco
1861,1226 Stockton St San Francisco
1862,2142 Irving St San Francisco
1863,455 South Mission Bay Blvd San Francisco
1864,510 Mission St San Francisco
1865,1353 Taraval St San Francisco
1866,290 De Haro St San Francisco
1867,3251 20th Ave  #5520 San Francisco
1868,407 Castro St San Francisco
1869,3699 17th St San Francisco
1870,8 Mission St San Francisco
1871,2770 Taylor St San Francisco
1872,3 Embarcadero Center  Suite 3210 San Francisco
1873,5300 Mission St San Francisco
1874,853 Clay St San Francisco
1875,"200 California Ave., Bldg 180S, Treasure Island San Francisco"
1876,222 Sansome St 37th Floor San Francisco
1877,251 Rhode Island San Francisco
1878,3275 22nd St San Francisco
1879,900 North Point St Ste. H104 San Francisco
1880,1639 Irving St San Francisco
1881,506 Castro St San Francisco
1882,222 2nd St 17th Floor San Francisco
1883,400 IRVING St San Francisco
1884,VARIOUS LOCATIONS San Francisco
1885,VARIOUS LOACATIONS (17) San Francisco
1886,2110 Irving St San Francisco
1887,659 Union St San Francisco
1888,222 Sansome St 3rd Floor San Francisco
1889,400 Eddy St San Francisco
1890,530 Parnassus Ave San Francisco
1891,888 Brannan St 110 San Francisco
1892,1005 Guerrero St San Francisco
1893,454 Geary St San Francisco
1894,3254 23rd St San Francisco
1895,2165 Union St San Francisco
1896,217 King St San Francisco
1897,685 Market St 10th flr San Francisco
1898,685 Market St 4th Floor San Francisco
1899,943 Columbus Ave San Francisco
1900,919 Cole St San Francisco
1901,2128 Folsom St San Francisco
1902,900 North Point St E-204B San Francisco
1903,1830 Irving St San Francisco
1904,2300 16th St San Francisco
1905,240 Ritch St San Francisco
1906,3226 Geary Blvd San Francisco
1907,633 Folsom St San Francisco
1908,602 Mission St San Francisco
1909,3 Embarcadero Center San Francisco
1910,3814 Noriega St San Francisco
1911,1000 Van Ness Ave San Francisco
1912,100 Brannan St San Francisco
1913,1727 Haight St San Francisco
1914,3331 24th St San Francisco
1915,685 Market St 8th Floor San Francisco
1916,3015 Mission St San Francisco
1917,84 9th St San Francisco
1918,584 Valencia St San Francisco
1919,1330 25th St San Francisco
1920,111 Minna St San Francisco
1921,450 Rhode Island St San Francisco
1922,2343 03rd St Suite 100 San Francisco
1923,4092 18th St San Francisco
1924,3809 18th St San Francisco
1925,1485 Yosemite Ave San Francisco
1926,1499 Valencia St San Francisco
1927,3611 California St San Francisco
1928,450 05 St San Francisco
1929,418 Larkin St San Francisco
1930,865 Market St #9003 San Francisco
1931,150 04TH St suite 1 San Francisco
1932,36 05th St San Francisco
1933,555 Taraval St San Francisco
1934,1639 Oak St San Francisco
1935,330 Gough St San Francisco
1936,1101 Geary Blvd San Francisco
1937,405 Howard St #8 San Francisco
1938,2696 Geary Blvd San Francisco
1939,2740 Mission St San Francisco
1940,2929 19th St San Francisco
1941,1760 Cesar Chavez St Suite M San Francisco
1942,2299 Market St B San Francisco
1943,3415 California St San Francisco
1944,318 Columbus St San Francisco
1945,602 Eddy St San Francisco
1946,1760 Cesar Chavez St Unit H San Francisco
1947,366 Golden Gate Ave San Francisco
1948,505 Beach St San Francisco
1949,827 Sacramento St San Francisco
1950,520 03 St  Third Floor San Francisco
1951,1760 Cesar Chavez St F San Francisco
1952,1550 Bryant St #800 San Francisco
1953,2193 Mission St San Francisco
1954,1750 Cesar Chavez St E San Francisco
1955,802 Font Blvd San Francisco
1956,255 Winston St San Francisco
1957,388 Market St #107 San Francisco
1958,1750 Cesar Chavez St Suite E San Francisco
1959,1740 Fillmore St San Francisco
1960,100 Montgomery St #116 San Francisco
1961,560 Mission St Ste.#150 San Francisco
1962,339 Taraval St San Francisco
1963,280 Valencia St San Francisco
1964,2675 Geary Blvd E103 San Francisco
1965,2030 Union St San Francisco
1966,121 Spear St B08 San Francisco
1967,719 14th St San Francisco
1968,101 Horne Ave #1501 San Francisco
1969,3091 16th St San Francisco
1970,572 O'Farrell St San Francisco
1971,1760 Cesar Chavez St #H San Francisco
1972,101 Montgomery St San Francisco
1973,1318 Grant Ave San Francisco
1974,398 Geary St San Francisco
1975,101 Market St San Francisco
1976,730 Taraval St San Francisco
1977,551 Haight St San Francisco
1978,401 Van Ness Ave Suite 110 San Francisco
1979,144 Taylor St San Francisco
1980,854 Geary St San Francisco
1981,643 Post St San Francisco
1982,1455 Market St #600 San Francisco
1983,353 Jefferson St San Francisco
1984,1813 Fulton St San Francisco
1985,222 02nd St 3rd Floor San Francisco
1986,2120 Sutter St San Francisco
1987,545 Sansome St San Francisco
1988,1101 Potrero Ave San Francisco
1989,1950 Page St San Francisco
1990,564 04th St San Francisco
1991,53 Bluxome St San Francisco
1992,39 Fell St San Francisco
1993,533 Jackson St San Francisco
1994,1114 Bryant St San Francisco
1995,2424 Van Ness Ave San Francisco
1996,600 Polk St San Francisco
1997,829 Geary St San Francisco
1998,2594 Oakdale Ave San Francisco
1999,22 Peace Plaza  510 San Francisco
2000,28 Fremont St San Francisco
2001,800 Cortland Ave San Francisco
2002,399 04th St San Francisco
2003,655 Ellis St San Francisco
2004,564 Castro St San Francisco
2005,647 Irving St San Francisco
2006,258 Divisadero St San Francisco
2007,580 04th St San Francisco
2008,1443 A Lombard St San Francisco
2009,3066 24th St San Francisco
2010,3400 Geary Blvd San Francisco
2011,552 Jones St San Francisco
2012,2 California St San Francisco
2013,855 Bush St San Francisco
2014,110 Hunters Point Blvd San Francisco
2015,101 Spear St San Francisco
2016,1900 Folsom St San Francisco
2017,1 Front St San Francisco
2018,483 03rd St San Francisco
2019,337 Kearny St San Francisco
2020,2300 16th St #293 San Francisco
2021,2425 Geary Blvd San Francisco
2022,1419 Haight St San Francisco
2023,901 Divisadero St San Francisco
2024,525 07th St San Francisco
2025,330 Townsend St San Francisco
2026,50 3RD St San Francisco
2027,531 Haight St San Francisco
2028,555 Mission St San Francisco
2029,2380 San Bruno Ave San Francisco
2030,1896 Hyde St San Francisco
2031,77 Beale St San Francisco
2032,651 Brannan St San Francisco
2033,1754 Polk St San Francisco
2034,1635 Divisadero St San Francisco
2035,2349 Market St San Francisco
2036,684 King St San Francisco
2037,2331 Mission St San Francisco
2038,750 Ellis St San Francisco
2039,2120 Greenwich St San Francisco
2040,1 Ferry Building  #54 San Francisco
2041,370 Golden Gate Ave San Francisco
2042,1705 Buchanan St San Francisco
2043,301 South Van Ness Ave San Francisco
2044,298 Market St San Francisco
2045,300 Precita Ave San Francisco
2046,584 Washington St San Francisco
2047,945 Sacramento St San Francisco
2048,1945 Hyde St San Francisco
2049,1064 Divisadero St San Francisco
2050,937 A Harrison St San Francisco
2051,1979 Union St San Francisco
2052,2 Beach St San Francisco
2053,145 02nd St San Francisco
2054,99 Grove St San Francisco
2055,225 Clement San Francisco
2056,240 Taylor St San Francisco
2057,Hunter's Point Shipyard  Building #110 San Francisco
2058,917 Folsom St San Francisco
2059,509 Haight St San Francisco
2060,300 Folsom St San Francisco
2061,560 Central Ave San Francisco
2062,443 Clement St San Francisco
2063,315 05th St San Francisco
2064,276 Noe St San Francisco
2065,2041 18th Ave San Francisco
2066,3355 Mission St San Francisco
2067,2200 A Market St San Francisco
2068,1 Post St San Francisco
2069,101 Howard St San Francisco
2070,518 Haight St San Francisco
2071,499 Douglass St San Francisco
2072,69 Bluxome St San Francisco
2073,699 25th Ave San Francisco
2074,4542 Irving Rd San Francisco
2075,1423 Polk St San Francisco
2076,1300 Dolores St San Francisco
2077,69 Dorman St San Francisco
2078,565 Green St San Francisco
2079,2 Koret Way San Francisco
2080,171 02nd St San Francisco
2081,1301 Van Ness Ave San Francisco
2082,"Hunters Point Shipyard, Bldg.#110 San Francisco"
2083,409 Illinois St San Francisco
2084,704 Post St San Francisco
2085,"Hunter's Point Shipyard, Bldg.110 San Francisco"
2086,531 Jackson St San Francisco
2087,1207 Divisadero St San Francisco
2088,155 Fell St San Francisco
2089,Hunters Point Shipyard San Francisco
2090,18 Boardman Pl San Francisco
2091,381 South Van Ness Ave San Francisco
2092,3157 Geary Blvd San Francisco
2093,237 Fillmore St San Francisco
2094,1865 Post St San Francisco
2095,317 Sanchez St San Francisco
2096,1963 Sutter St San Francisco
